"nomem_encr","age.11","age.21","agecat.11","agecat.21","sex","status.11","status.21","bruttoinc.11","bruttoinc.21","bruttoinc_imputed.11","bruttoinc_imputed.21","contract.11","contract.21","educ.no.dipl.11","educ.dipl.11","educ.cbs.cat.11","origin","domestic.status.11","civil.status.11","financial.satisfaction.11","inc.realestate.11","inc.house.ownership.grant.11","inc.student.grant.11","inc.student.loan.11","inc.alimony.ex.11","inc.alimony.child.11","inc.study.allowance.parents.11","inc.allowance.family.11","inc.investments.11","inc.interests.11","inc.none.11","religion.11","religion.parents","speaks.dutch","speaks.arab","speaks.berber","speaks.german","speaks.frisian","speaks.indonesian","speaks.turkish","speaks.flemish","speaks.other","ca10b078","ca10b005","ca10b006","ca10b007","ca10b008","ca10b009","tot.money.10","tot.money.cat.10","tot.val.invest.10","tot.val.invest.cat.10","tot.val.real.10","tot.val.real.cat.10","ca10b023","ca10b024","ca10b054","ca10b055","ca10b056","cs11d070","cs11d079","cs11d102","cs11d103","cs11d105","cs11d294","cs11d295","cs11d296","cs11d297","cs11d298","cs11d305","cs11d306","cs11d307","cs11d308","cs11d309","cs11d310","cs11d311","cs11d312","cs11d313","cs11d314","cs11d321","cs11d332","cs11d343","cs11d354","cs11d365","cs11d326","cs11d337","cs11d348","cs11d359","cs11d370","overall.health.10","height.10","weight.10","ch10d018","ch10d081","ch10d085","ch10d099","happiness.11","life.satisfaction.11","cp11d014","cp11d015","cp11d016","cp11d017","cp11d018","social.trust.11","cp11d020","cp11d021","cp11d022","cp11d023","cp11d024","cp11d025","cp11d026","cp11d027","cp11d028","cp11d029","cp11d030","cp11d031","cp11d032","cp11d033","cp11d034","cp11d035","cp11d036","cp11d037","cp11d038","cp11d039","cp11d098","gov.satisfaction.11","interest.news.11","interest.politics.11","cv11d030","cv11d031","cv11d032","cv11d033","cv11d034","cv11d035","cv11d036","cv11d037","cv11d038","cv11d039","cv11d040","cv11d041","cv11d042","cv11d043","cv11d044","cv11d045","cv11d046","cv11d047","cv11d048","cv11d049","cv11d050","cv11d051","cv11d052","cv11d053","last.vote.11","vote.today.11","cv11d173","cv11d174","cv11d175","cv11d176","cv11d177","cv11d178","cv11d179","cv11d180","cv11d181","cv11d182","status.contract.11","status.contract.21"
862161,70,81,">=65",">=65",1,"retired","retired",-13,-13,1836.699,2982.657,NA,NA,1,1,1,0,2,1,5,0,0,0,0,0,0,0,0,0,0,1,1,NA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1e+11,999,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,2,1,NA,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,2,NA,NA,NA,NA,3,176,90,2,0,0,1,8,8,5,5,6,5,5,7,4,4,4,1,4,4,4,1,4,4,4,1,4,4,3,4,4,5,5,4,1,2,2,2,2,2,2,5,2,2,3,3,6,5,5,6,6,6,6,5,4,1,1,1,2,2,1,1,3,5,5,3,7,3,4,4,3,2,2,2,"retired","retired"
862283,74,85,">=65",">=65",1,"retired","retired",-13,-13,1239.821,1220.356,NA,NA,4,4,4,0,2,1,3,0,0,0,0,0,0,0,0,0,0,1,5,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,600,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,NA,1,1,NA,1,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,6,6,NA,NA,NA,3,179,92,1,0,1,3,8,8,5,4,2,3,5,5,3,2,4,2,3,3,4,2,4,4,4,1,4,5,2,4,4,1,4,4,1,4,2,2,8,8,5,5,8,0,0,0,0,9,6,8,8,6,5,1,1,1,1,1,2,1,1,1,3,5,999,2,10,6,6,0,3,6,6,3,"retired","retired"
862344,69,80,">=65",">=65",1,"retired","retired",-13,1300,1905.349,1300,NA,NA,4,4,4,0,2,1,6,0,0,0,0,0,0,0,0,0,1,0,NA,NA,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,19000,NA,NA,NA,NA,NA,7000,NA,2,NA,NA,2,NA,1,3,8,1,1,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9,NA,NA,NA,3,3,NA,NA,NA,2,173,79,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,6,6,6,5,5,5,4,6,2,5,8,8,8,5,8,7,3,2,1,2,2,1,2,1,2,7,6,7,3,5,8,7,8,2,2,2,"retired","retired"
862423,66,77,">=65",">=65",1,"retired","retired",4064,3960,4064,3960,NA,NA,6,5,5,102,1,3,6,0,0,0,0,0,0,0,0,0,0,1,5,6,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,4639,NA,19116,NA,NA,NA,8000,NA,2,NA,NA,2,0,3,4,5,1,1,1,1,1,1,4,2,2,2,4,2,3,3,3,3,4,9,9,5,7,4,6,7,6,2,179,117,1,0,1,1,7,7,5,5,6,6,5,7,4,2,4,3,5,2,5,2,4,2,4,1,4,3,5,2,4,2,4,2,2,2,1,1,3,5,8,7,5,5,5,5,6,5,6,7,8,6,6,7,6,1,1,1,2,1,2,1,2,7,1,6,0,2,6,5,5,4,3,3,"retired","retired"
862475,61,71,"55 - 64",">=65",2,"inactive","retired",1900,4000,1900,4000,NA,NA,5,4,4,0,1,3,7,0,0,0,0,0,0,0,0,0,0,1,1,NA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1200,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,2,4,NA,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,4,5,5,9,5,4,3,5,6,3,176,80,1,0,0,2,8,8,6,6,6,6,6,8,5,1,4,1,4,1,5,1,5,1,5,1,4,1,4,1,5,1,5,1,1,2,2,2,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,7,6,1,1,2,1,1,1,1,5,7,5,7,0,2,7,5,6,3,2,5,"inactive","retired"
862561,58,69,"55 - 64",">=65",2,"employed","retired",4200,-13,4200,2417.467,"employee in permanent employment",NA,3,3,3,0,2,1,10,1,0,0,0,0,0,0,0,1,1,0,NA,NA,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,40000,NA,30000,NA,50000,NA,25000,NA,2,NA,NA,1,NA,6,3,NA,1,1,1,1,0,2,2,3,NA,2,3,NA,3,NA,NA,9,9,9,8,NA,6,6,6,5,NA,3,180,85,1,0,1,5,8,8,6,6,6,6,5,8,4,2,2,5,5,1,5,4,4,2,4,1,4,2,4,2,4,1,5,2,1,2,2,2,4,4,4,6,6,6,5,5,6,999,4,4,6,5,4,6,6,2,2,1,2,1,2,1,4,9,3,5,6,3,2,7,7,2,1,3,"employed.permanent","retired"
862738,69,79,">=65",">=65",1,"retired","retired",3400,4500,3400,4500,NA,NA,5,5,5,101,2,1,7,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,1e+11,999,NA,NA,NA,NA,1e+10,999,2,NA,NA,2,NA,3,4,NA,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,9,6,5,7,6,6,8,4,2,4,1,5,3,5,2,5,2,4,1,4,2,3,3,3,2,5,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"retired","retired"
862832,57,67,"55 - 64",">=65",2,"inactive","retired",100,1280,100,1280,"self-employed/freelancer",NA,5,5,5,201,3,1,8,0,0,0,0,0,0,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,4444,NA,NA,NA,NA,NA,1e+10,999,2,NA,NA,2,7,6,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,3,3,6,5,4,6,7,3,160,80,2,0,0,1,9,8,6,6,7,6,4,6,3,2,4,2,4,2,5,3,4,2,4,2,4,3,4,3,4,3,4,2,2,3,2,2,6,6,6,6,5,5,6,7,6,5,5,5,6,6,6,7,6,2,1,2,2,2,1,1,999,999,6,8,3,5,5,7,6,3,3,4,NA,"retired"
862921,60,71,"55 - 64",">=65",2,"employed","retired",490,-13,490,899.3082,"employee in permanent employment",NA,3,3,3,0,3,1,6,0,0,0,0,0,0,0,0,0,0,1,1,NA,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1e+11,NA,NA,NA,NA,NA,1e+10,999,2,NA,NA,2,NA,2,1,2,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,3,9,9,9,9,3,3,3,3,3,3,158,61,2,0,0,2,7,7,3,4,4,5,3,5,4,1,3,4,4,3,5,3,3,4,4,1,4,4,1,5,5,2,3,4,3,2,2,2,2,3,0,7,2,1,1,1,3,5,7,5,7,3,2,7,7,1,1,1,2,1,1,1,998,998,4,3,5,4,999,4,4,999,999,999,"employed.permanent","retired"
862960,67,78,">=65",">=65",1,"retired","retired",-13,2833,3115.879,2833,NA,NA,4,4,4,0,2,1,9,0,0,0,0,0,0,0,0,0,1,0,1,NA,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,178000,NA,11000,NA,NA,NA,5000,NA,2,NA,NA,2,4,1,3,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,185,78,2,0,0,1,8,8,6,6,6,6,6,8,3,3,2,4,4,3,4,2,3,3,4,1,3,3,4,3,3,2,2,3,1,3,1,1,8,7,6,7,6,7,6,6,7,8,8,8,8,7,6,7,4,1,1,1,2,1,2,1,1,3,8,1,0,7,7,7,6,8,3,2,"retired","retired"
862963,50,60,"45 - 54","55 - 64",2,"employed","employed",1305,2710,1305,2710,"employee in permanent employment","employee in permanent employment",2,2,2,0,3,1,5,0,0,0,0,0,0,0,0,1,1,0,NA,NA,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,85000,NA,9000,NA,NA,NA,27000,NA,2,NA,NA,2,0.5,2,4,6,1,1,1,1,0,1,3,2,NA,3,1,NA,3,NA,NA,5,1,6,9,NA,3,3,6,4,NA,5,160,72,2,0,0,1,8,8,5,6,5,5,4,7,3,2,4,3,5,3,5,1,4,3,5,1,5,5,3,3,5,1,5,3,2,3,2,2,6,6,5,6,6,6,999,999,5,6,7,7,7,6,6,7,6,1,1,2,2,2,1,2,NA,999,6,6,3,5,7,7,7,5,3,3,"employed.permanent","employed.permanent"
863180,60,71,"55 - 64",">=65",1,"employed","retired",-13,-13,2661.201,2370.511,"employee in permanent employment",NA,4,4,4,0,3,1,9,0,0,0,0,0,0,0,0,0,1,0,1,NA,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,180000,NA,NA,NA,NA,NA,25000,NA,2,NA,NA,2,NA,1,4,2,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3,NA,NA,NA,NA,4,178,85,2,NA,NA,1,10,10,7,7,7,7,7,8,4,2,4,1,4,1,3,1,4,5,5,1,4,4,3,3,4,1,5,5,1,3,2,3,5,5,6,7,6,6,7,7,6,9,9,8,9,7,9,8,999,2,2,2,2,1,1,1,2,4,5,9,1,5,2,5,5,999,999,4,"employed.permanent","retired"
863323,18,29,"15-24","25-34",1,"school or other","employed",0,-13,0,NA,NA,"employee in permanent employment",3,1,1,0,3,5,3,0,0,0,1,0,0,1,1,0,0,0,NA,NA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2500,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,2,3,8,1,1,1,1,1,1,1,2,1,1,2,1,2,1,2,9,9,9,2,9,4,4,2,7,2,4,186,93,2,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,0,0,0,10,0,0,10,10,10,10,10,0,7,0,10,10,10,1,1,1,2,1,1,3,NA,7,999,999,999,999,999,999,999,999,999,999,"school_other","employed.permanent"
863330,64,75,"55 - 64",">=65",1,"retired","retired",2030,2020,2030,2020,NA,NA,2,2,2,0,1,5,7,0,0,0,0,0,0,0,0,0,0,1,6,NA,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1e+11,NA,NA,NA,NA,NA,1e+10,NA,2,NA,NA,2,NA,1,1,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,179,70,2,0,0,1,8,8,5,5,5,5,4,5,3,3,4,2,4,4,3,1,4,3,3,1,4,3,2,4,4,1,4,3,2,3,2,2,8,8,8,6,5,4,5,4,1,7,5,6,7,6,8,8,8,1,1,1,2,2,2,1,2,7,5,7,3,5,8,6,8,7,5,1,"retired","retired"
863351,16,27,"15-24","25-34",2,"school or other","self-employed",0,2100,0,2100,"employee in temporary employment","employee in temporary employment",4,2,2,NA,3,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2000,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,3,1,NA,1,1,1,1,1,2,3,3,2,2,3,3,3,3,2,9,9,9,9,9,3,3,3,5,5,3,159,48,1,0,0,3,8,6,5,4,5,4,4,5,5,1,3,3,1,1,5,4,3,4,5,2,4,4,4,2,4,3,4,3,3,3,3,3,999,999,999,999,999,999,999,999,999,999,4,999,999,999,999,6,5,2,1,1,2,2,2,NA,NA,NA,999,999,999,999,999,999,999,999,999,999,NA,NA
863476,22,33,"15-24","25-34",1,"unemployed","employed",0,3000,0,3000,NA,"employee in permanent employment",2,2,2,0,3,5,7,0,0,0,0,0,0,0,0,0,1,0,NA,NA,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1e+11,3,NA,NA,NA,NA,400,NA,1,800,NA,2,NA,2,1,8,1,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,9,NA,NA,NA,3,5,NA,NA,NA,3,190,75,2,0,0,4,8,8,6,6,6,5,4,6,4,2,3,3,5,2,5,2,2,3,5,3,4,2,4,3,4,3,4,3,2,3,2,2,7,7,4,4,6,7,7,6,5,8,8,8,7,6,6,7,7,2,1,2,2,1,1,1,2,4,6,8,6,4,7,6,7,4,1,6,"unemployed","employed.permanent"
863510,41,51,"35 - 44","45 - 54",1,"self-employed","self-employed",-13,-13,3386.061,3358.781,"self-employed/freelancer","self-employed/freelancer",9,9,NA,0,3,1,4,0,0,0,0,0,0,0,0,1,1,0,1,NA,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,2e+06,NA,8e+05,NA,NA,NA,140000,NA,2,NA,NA,2,NA,1,1,NA,1,1,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,9,NA,NA,NA,3,3,NA,NA,NA,2,170,65,1,0,0,1,6,6,4,5,5,5,5,2,2,3,4,2,3,4,2,1,4,2,4,3,5,4,3,4,3,1,5,3,2,3,2,2,6,6,5,5,5,6,6,5,4,6,7,7,8,6,6,6,5,1,1,1,2,1,2,1,4,6,5,5,6,7,5,4,3,3,3,2,"self_employed_freelancer","self_employed_freelancer"
863516,71,82,">=65",">=65",2,"retired","retired",-13,-13,1498.974,1410.819,"self-employed/freelancer",NA,2,2,2,0,2,1,9,0,0,0,0,0,0,0,0,0,0,1,1,NA,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12000,NA,NA,NA,NA,NA,8000,NA,2,NA,NA,2,NA,2,1,5,1,1,1,1,1,1,1,2,2,1,2,2,3,2,3,1,4,4,11,9,3,5,5,3,3,4,165,67,2,0,0,1,8,8,6,6,6,6,3,5,4,1,4,5,4,2,5,4,2,4,3,1,4,4,4,4,5,2,3,2,1,4,1,2,8,8,6,6,7,8,6,8,7,7,7,6,9,7,7,8,0,2,2,2,2,1,2,1,6,7,8,5,2,6,10,8,7,5,1,8,NA,"retired"
863528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"self-employed/freelancer",NA,NA,NA,NA,NA,NA,NA,6,0,0,0,0,0,0,0,0,0,1,0,7,NA,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1e+11,NA,NA,NA,NA,NA,15000,NA,2,NA,NA,2,6,1,3,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,163,70,2,0,0,1,7,7,5,5,3,3,1,4,3,2,3,2,4,3,4,3,3,3,3,1,4,4,4,4,4,2,3,2,2,3,1,1,6,6,5,4,6,6,3,3,2,6,4,2,6,6,7,3,1,2,2,2,1,1,2,1,4,6,7,6,3,8,3,6,6,5,3,3,NA,NA
863552,41,52,"35 - 44","45 - 54",2,"school or other","inactive",-13,750,681.3388,750,NA,NA,4,3,3,0,2,1,5,0,0,0,0,0,0,0,0,0,0,1,1,NA,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-987,NA,NA,NA,NA,NA,300,NA,2,NA,NA,2,NA,1,1,3,1,1,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,9,NA,NA,NA,3,3,NA,NA,NA,2,170,83,1,0,0,5,7,9,4,4,6,6,2,7,4,1,4,5,3,5,5,5,2,5,4,2,3,4,5,4,5,4,1,3,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,1,7,9,0,999,0,0,999,999,8,999,999,999,"school_other","inactive"
863702,67,78,">=65",">=65",1,"retired","retired",-13,-13,4694.888,4498.306,NA,NA,6,6,6,0,2,1,8,0,0,0,0,0,0,0,0,0,1,0,5,2,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1e+11,999,NA,NA,1e+10,999,1e+10,999,2,NA,NA,2,NA,1,6,7,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,7,NA,NA,NA,NA,4,185,80,2,0,0,1,9,9,6,6,6,6,5,3,3,2,2,3,5,3,4,2,4,1,3,2,5,3,5,3,3,1,3,1,2,3,2,2,6,6,6,6,6,6,6,6,6,6,6,7,7,6,6,7,7,2,2,2,2,2,2,2,NA,8,6,7,0,4,0,9,6,1,0,6,"retired","retired"
863757,62,73,"55 - 64",">=65",1,"employed","retired",-13,-13,2608.835,2185.647,"employee in permanent employment",NA,2,2,2,0,1,3,7,0,0,0,0,0,0,0,0,0,0,1,NA,NA,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,2000,NA,NA,NA,NA,NA,6000,NA,2,NA,NA,2,NA,1,1,NA,1,1,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,3,NA,NA,NA,3,3,NA,NA,NA,3,175,92,2,0,0,1,8,7,5,6,6,5,5,6,4,2,3,2,3,2,4,2,3,2,4,1,4,3,3,2,4,2,4,4,3,2,2,2,5,5,7,4,4,4,4,4,4,7,7,7,7,6,6,7,4,1,1,1,2,2,1,1,2,999,5,7,4,5,6,6,6,3,2,2,"employed.permanent","retired"
863821,58,68,"55 - 64",">=65",1,"employed","retired",3000,-13,3000,2185.647,"employee in permanent employment",NA,4,4,4,NA,4,3,6,0,0,0,0,0,0,0,0,0,0,1,1,NA,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,18000,NA,NA,NA,NA,NA,7000,NA,2,NA,NA,2,NA,4,1,6,1,1,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,9,NA,NA,NA,6,7,NA,NA,NA,3,172,81,1,NA,NA,1,4,4,1,3,2,1,1,2,4,1,4,4,5,1,4,3,2,3,4,1,5,4,5,3,4,3,2,3,2,3,2,2,8,8,8,7,6,6,6,8,7,9,6,7,8,6,8,8,8,1,2,2,1,1,1,2,NA,1,6,2,7,5,2,2,2,2,2,0,"employed.permanent","retired"
864071,71,81,">=65",">=65",1,"retired","retired",-13,-13,3270.471,3892.824,NA,NA,5,5,5,0,2,1,7,0,0,0,0,0,0,0,0,1,1,0,5,NA,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,50000,NA,10000,NA,NA,NA,50,NA,2,NA,NA,2,4,3,1,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,186,92,1,0,0,3,7,7,5,4,5,5,3,6,3,2,4,3,4,4,4,2,3,2,4,2,4,3,3,4,4,2,3,2,3,2,2,2,4,4,4,7,4,4,8,8,8,7,9,8,9,7,4,8,6,1,1,1,1,1,1,1,3,5,6,6,8,6,999,7,999,999,999,6,"retired","retired"
864144,47,58,"45 - 54","55 - 64",1,"inactive","school or other",-13,1900,2321.586,1900,NA,NA,4,4,4,0,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,NA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,14,1,1,5,1,1,1,1,0,3,3,2,NA,1,3,NA,3,NA,NA,9,11,11,2,NA,3,8,8,2,NA,2,178,135,1,0,1,1,3,3,1,2,2,4,1,3,3,3,3,5,4,4,4,1,1,2,3,1,4,5,4,4,4,3,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inactive","school_other"
864218,38,48,"35 - 44","45 - 54",1,"employed","employed",3450,4725,3450,4725,"employee in permanent employment","employee in permanent employment",4,4,4,0,3,1,8,0,0,0,0,0,0,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1e+11,13,NA,NA,NA,NA,NA,NA,2,NA,NA,2,3,3,2,2,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,5,NA,NA,NA,NA,4,186,102,2,0,0,1,8,8,6,6,6,6,5,7,4,4,2,3,3,2,3,4,4,4,4,2,4,3,3,2,4,1,5,4,2,3,1,3,8,8,7,7,8,8,8,8,8,8,9,9,9,9,9,9,9,1,1,1,2,2,1,1,2,4,6,8,1,5,6,5,4,1,1,6,"employed.permanent","employed.permanent"
864245,26,37,"25-34","35 - 44",1,"employed","employed",2036,4450,2036,4450,"employee in permanent employment","employee in permanent employment",4,4,4,0,2,5,8,0,0,0,0,0,0,0,0,0,0,1,7,NA,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1e+11,999,NA,NA,1e+10,5,NA,NA,2,NA,NA,2,NA,1,3,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,5,8,8,8,8,3,192,80,2,0,0,1,8,8,5,5,6,5,5,7,4,1,5,1,4,2,5,2,5,3,5,1,5,1,1,1,5,1,2,3,3,5,1,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,2,2,2,1,1,1,1,3,10,2,7,9,1,4,2,2,2,0,"employed.permanent","employed.permanent"
864251,55,66,"55 - 64",">=65",1,"inactive","retired",-13,2183,1729.21,2183,NA,NA,2,2,2,0,2,1,5,0,0,0,0,0,0,0,0,0,0,1,1,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,1,2,NA,1,1,1,1,1,2,2,2,2,1,2,2,2,2,1,5,3,5,5,5,8,8,8,8,8,1,167,68,1,0,0,5,8,3,1,7,6,4,1,8,5,3,5,3,3,4,5,2,3,2,5,1,4,3,3,4,5,5,4,3,5,3,2,2,5,5,3,5,999,999,999,999,999,8,5,3,999,999,7,9,5,1,1,1,2,2,1,1,5,7,6,5,4,5,9,6,7,5,5,5,"inactive","retired"
864257,46,56,"45 - 54","55 - 64",2,"employed","inactive",890,-13,890,948.0096,"employee in temporary employment","temp-staffer",6,6,6,0,3,1,9,0,0,0,0,0,0,0,0,0,1,0,NA,NA,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1e+05,NA,1e+11,11,NA,NA,NA,NA,2,NA,NA,2,2.5,1,2,3,1,1,1,1,1,1,1,1,2,1,2,2,2,1,2,1,9,2,9,3,7,6,5,7,7,3,172,97,1,NA,NA,1,8,8,6,6,6,7,6,8,4,2,4,2,5,5,5,4,4,1,5,2,3,2,4,2,4,2,2,2,2,3,2,2,8,8,7,8,6,6,5,5,8,8,6,8,9,9,9,9,9,1,1,2,2,1,2,1,1,3,8,5,6,6,5,6,4,2,1,5,"employed.temporary",NA
864270,50,60,"45 - 54","55 - 64",1,"employed","employed",3300,3500,3300,3500,"employee in permanent employment","employee in permanent employment",2,2,2,0,2,1,8,0,0,0,0,0,0,0,0,0,0,1,1,NA,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1e+11,NA,NA,NA,NA,NA,5000,NA,2,NA,NA,2,NA,2,2,NA,1,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,NA,NA,NA,3,6,NA,NA,NA,3,182,72,2,0,0,1,9,9,7,7,7,6,4,7,3,1,4,1,3,3,4,2,4,1,4,1,4,3,2,3,3,1,4,2,3,3,1,2,6,6,6,6,6,6,6,5,7,4,7,7,7,6,8,8,8,1,1,1,2,2,2,1,5,7,5,7,3,5,8,7,7,7,4,4,"employed.permanent","employed.permanent"
864382,41,52,"35 - 44","45 - 54",2,"inactive","inactive",0,0,0,0,NA,NA,4,4,4,0,3,1,7,0,1,0,0,0,0,0,0,0,1,0,NA,NA,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,107225,NA,1325,NA,NA,NA,NA,NA,2,NA,NA,2,NA,2,2,NA,1,1,1,1,0,1,2,1,NA,2,2,NA,2,NA,NA,1,2,9,9,NA,6,3,5,3,NA,3,169,78,1,0,0,1,8,8,7,7,7,7,7,8,2,1,4,4,4,1,5,1,5,4,3,1,4,4,1,4,5,1,4,4,1,2,2,3,8,7,9,5,6,5,5,5,7,9,8,8,7,6,5,8,7,1,1,1,2,2,1,1,6,999,6,7,0,3,4,8,7,2,2,4,"inactive","inactive"
864462,40,50,"35 - 44","45 - 54",2,"employed","employed",1344,1123,1344,1123,"employee in permanent employment","employee in permanent employment",4,4,4,0,4,2,3,0,0,0,0,0,1,0,0,0,0,0,1,NA,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1e+11,5,NA,NA,NA,NA,6500,NA,2,NA,NA,2,NA,1,2,NA,1,1,1,1,1,1,1,3,1,2,3,1,3,2,3,3,2,9,6,5,6,2,5,8,6,4,164,55,2,0,0,1,7,7,5,3,5,6,2,2,3,1,4,2,4,2,4,2,4,3,4,1,4,4,2,3,4,2,3,3,1,3,1,1,6,999,0,4,7,6,999,999,5,999,6,8,999,999,8,8,8,1,1,1,2,1,2,1,3,5,8,5,8,6,5,4,3,4,999,999,"employed.permanent","employed.permanent"
